id	gloss	domain	tier	pos_hint	is_root	derivation	source	notes
EMO-056	gloomy / glum	EMO	3	mod	yes		IDS	5b batch1 (Romance)
EMO-057	anxious / nervous	EMO	2	mod	yes		IDS	5b batch1 (Romance)
EMO-058	eager / keen	EMO	3	mod	yes		IDS	5b batch1 (Semitic)
COG-056	reason / intellect	COG	2	n	yes		IDS	5b batch1 (Semitic)
COG-057	intelligence	COG	2	n	yes		IDS	5b batch1 (Romance)
COG-058	judgment	COG	2	n	yes		IDS	5b batch1 (Sinitic)
COG-059	intuition / hunch	COG	3	n	yes		IDS	5b batch1 (Japonic)
COG-060	assumption	COG	3	n	yes		IDS	5b batch1 (Romance)
COG-061	conclusion	COG	3	n	yes		IDS	5b batch1 (Romance)
COG-062	belief / conviction	COG	2	n	yes		IDS	5b batch1 (Romance)
COG-063	conscience	COG	3	n	yes		IDS	5b batch1 (Semitic)
COG-064	imagination	COG	2	n	yes		IDS	5b batch1 (Romance)
COG-065	understand-grasp	COG	2	v	yes		IDS	5b batch1 (Romance)
COG-066	comprehend / fathom	COG	3	v	yes		IDS	5b batch1 (Japonic)
COG-067	ponder / reflect	COG	2	v	yes		IDS	5b batch1 (Japonic)
COG-068	recall / recollect	COG	2	v	yes		IDS	5b batch1 (Japonic)
COG-069	perceive / discern	COG	2	v	yes		IDS	5b batch1 (Romance)
COG-070	recognize	COG	2	v	yes		IDS	5b batch1 (Romance)
COG-071	suspect	COG	3	v	yes		IDS	5b batch1 (Romance)
COG-072	analyze / break-down	COG	2	v	yes		IDS	5b batch1 (Japonic)
COG-073	distinguish / tell apart	COG	3	v	yes		IDS	5b batch1 (Japonic)
COG-074	aware / conscious	COG	2	mod	yes		IDS	5b batch1 (Romance)
COG-075	rational / logical	COG	3	mod	yes		IDS	5b batch1 (Romance)
SPE-024	greeting	SPE	2	n	yes		IDS	5b batch1 (Romance)
SPE-025	conversation / talk	SPE	2	n	yes		IDS	5b batch1 (Sinitic)
SPE-026	argument / quarrel	SPE	2	n	yes		IDS	5b batch1 (Romance)
SPE-027	announcement	SPE	3	n	yes		IDS	5b batch1 (Romance)
SPE-028	declaration	SPE	3	n	yes		IDS	5b batch1 (Japonic)
SPE-029	report / account	SPE	2	n	yes		IDS	5b batch1 (Austronesian)
SPE-030	explanation	SPE	2	n	yes		IDS	5b batch1 (Japonic)
SPE-031	reply / response	SPE	2	n	yes		IDS	5b batch1 (Japonic)
SPE-032	rumor / gossip	SPE	3	n	yes		IDS	5b batch1 (Japonic)
SPE-033	dialect / accent	SPE	3	n	yes		IDS	5b batch1 (Sinitic)
SPE-034	translation	SPE	3	n	yes		IDS	5b batch1 (Japonic)
SPE-035	summary	SPE	3	n	yes		IDS	5b batch1 (Japonic)
SPE-036	greet	SPE	2	v	yes		IDS	5b batch1 (Romance)
SPE-037	invite	SPE	2	v	yes		IDS	5b batch1 (Romance)
SPE-038	thank-someone	SPE	2	v	yes		IDS	5b batch1 (Romance)
SPE-039	apologize	SPE	2	v	yes		IDS	5b batch1 (Japonic)
SPE-040	praise / commend	SPE	2	v	yes		IDS	5b batch1 (Romance)
SPE-041	blame / accuse	SPE	2	v	yes		IDS	5b batch1 (Romance)
SPE-042	forgive / pardon	SPE	2	v	yes		IDS	5b batch1 (Japonic)
SPE-043	advise	SPE	2	v	yes		IDS	5b batch1 (Romance)
SPE-044	warn	SPE	2	v	yes		IDS	5b batch1 (Japonic)
SPE-045	complain	SPE	2	v	yes		IDS	5b batch1 (Japonic)
SPE-046	joke	SPE	2	v	yes		IDS	5b batch1 (Japonic)
SPE-047	discuss	SPE	2	v	yes		IDS	5b batch1 (Sinitic)
SPE-048	describe	SPE	2	v	yes		IDS	5b batch1 (Romance)
SPE-049	whisper	SPE	3	v	yes		IDS	5b batch1 (Japonic)
SPE-050	spell / spell out	SPE	3	v	yes		IDS	5b batch1 (Romance)
SPE-051	insult / offend	SPE	3	v	yes		IDS	5b batch1 (Romance)
SPE-052	boast / brag	SPE	3	v	yes		IDS	5b batch1 (Japonic)
SPE-053	negotiate	SPE	3	v	yes		IDS	5b batch1 (Japonic)
SPE-054	fluent / eloquent	SPE	3	mod	yes		IDS	5b batch1 (Semitic)
SPE-055	polite / courteous	SPE	2	mod	yes		IDS	5b batch1 (Romance)
POS-007	ownership / property	POS	2	n	yes		IDS	5b batch1 (Romance)
POS-008	debt	POS	2	n	yes		IDS	5b batch1 (Romance)
POS-009	profit / gain	POS	2	n	yes		IDS	5b batch1 (Semitic)
POS-010	loss	POS	2	n	yes		IDS	5b batch1 (Romance)
POS-011	budget	POS	3	n	yes		IDS	5b batch1 (Japonic)
POS-012	value / worth	POS	2	n	yes		IDS	5b batch1 (Romance)
POS-013	exchange / swap	POS	2	n	yes		IDS	5b batch1 (Japonic)
POS-014	rent / lease	POS	3	n	yes		IDS	5b batch1 (Japonic)
POS-015	fee / charge	POS	3	n	yes		IDS	5b batch1 (Romance)
POS-016	fortune / asset	POS	3	n	yes		IDS	5b batch1 (Japonic)
POS-017	coin	POS	3	n	yes		IDS	5b batch1 (Romance)
POS-018	wage / salary	POS	2	n	yes		IDS	5b batch1 (Japonic)
POS-019	own / possess	POS	2	v	yes		IDS	5b batch1 (Romance)
POS-020	lend	POS	2	v	yes		IDS	5b batch1 (Japonic)
POS-021	borrow	POS	2	v	yes		IDS	5b batch1 (Romance)
POS-022	owe	POS	2	v	yes		IDS	5b batch1 (Romance)
POS-023	spend	POS	2	v	yes		IDS	5b batch1 (Romance)
POS-024	waste / squander	POS	2	v	yes		IDS	5b batch1 (Romance)
POS-025	earn	POS	2	v	yes		IDS	5b batch1 (Japonic)
POS-026	cost / be priced	POS	2	v	yes		IDS	5b batch1 (Romance)
POS-027	invest	POS	3	v	yes		IDS	5b batch1 (Japonic)
POS-028	cheap / inexpensive	POS	2	mod	yes		IDS	5b batch1 (Romance)
POS-029	expensive / costly	POS	2	mod	yes		IDS	5b batch1 (Japonic)
POS-030	free / no-cost	POS	2	mod	yes		IDS	5b batch1 (Japonic)
POS-031	valuable / worthy	POS	2	mod	yes		IDS	5b batch1 (Romance)
KIN-028	stranger	KIN	2	n	yes		IDS	5b batch1 (Romance)
KIN-029	partner / companion	KIN	2	n	yes		IDS	5b batch1 (Romance)
KIN-030	colleague / coworker	KIN	2	n	yes		IDS	5b batch1 (Japonic)
KIN-031	rival / competitor	KIN	2	n	yes		IDS	5b batch1 (Japonic)
KIN-032	follower / disciple	KIN	2	n	yes		IDS	5b batch1 (Austronesian)
KIN-033	expert / specialist	KIN	2	n	yes		IDS	5b batch1 (Japonic)
KIN-034	beginner / novice	KIN	2	n	yes		IDS	5b batch1 (Japonic)
KIN-035	witness	KIN	2	n	yes		IDS	5b batch1 (Semitic)
KIN-036	owner / proprietor	KIN	2	n	yes		IDS	5b batch1 (Romance)
KIN-037	employee / staff	KIN	2	n	yes		IDS	5b batch1 (Japonic)
KIN-038	crowd / throng	KIN	2	n	yes		IDS	5b batch1 (Sinitic)
KIN-039	individual	KIN	2	n	yes		IDS	5b batch1 (Japonic)
KIN-040	generation	KIN	2	n	yes		IDS	5b batch1 (Japonic)
KIN-041	youth / young person	KIN	2	n	yes		IDS	5b batch1 (Semitic)
KIN-042	elder / senior	KIN	2	n	yes		IDS	5b batch1 (Sinitic)
KIN-043	hero	KIN	2	n	yes		IDS	5b batch1 (Japonic)
KIN-044	fool / idiot	KIN	2	n	yes		IDS	5b batch1 (Japonic)
KIN-045	liar	KIN	2	n	yes		IDS	5b batch1 (Romance)
KIN-046	ally	KIN	3	n	yes		IDS	5b batch1 (Japonic)
KIN-047	opponent / adversary	KIN	3	n	yes		IDS	5b batch1 (Japonic)
KIN-048	apprentice / trainee	KIN	3	n	yes		IDS	5b batch1 (Japonic)
KIN-049	customer / client	KIN	2	n	yes		IDS	5b batch1 (Japonic)
KIN-050	twin	KIN	3	n	yes		IDS	5b batch1 (Japonic)
KIN-051	orphan	KIN	3	n	yes		IDS	5b batch1 (Semitic)
KIN-052	widow	KIN	3	n	yes		IDS	5b batch1 (Romance)
SOC-059	honour / dignity	SOC	2	n	yes		IDS	5b batch1 (Romance)
SOC-060	respect / esteem	SOC	2	n	yes		IDS	5b batch1 (Semitic)
SOC-061	fame / renown	SOC	2	n	yes		IDS	5b batch1 (Japonic)
SOC-062	reputation	SOC	2	n	yes		IDS	5b batch1 (Japonic)
SOC-063	status / standing	SOC	2	n	yes		IDS	5b batch1 (Sinitic)
SOC-064	role / function	SOC	2	n	yes		IDS	5b batch1 (Japonic)
SOC-065	mercy / clemency	SOC	2	n	yes		IDS	5b batch1 (Semitic)
SOC-066	justice	SOC	2	n	yes		IDS	5b batch1 (Romance)
SOC-067	loyalty / fidelity	SOC	2	n	yes		IDS	5b batch1 (Sinitic)
SOC-068	cooperation	SOC	2	n	yes		IDS	5b batch1 (Japonic)
SOC-069	conflict / strife	SOC	2	n	yes		IDS	5b batch1 (Japonic)
SOC-070	agreement / accord	SOC	2	n	yes		IDS	5b batch1 (Japonic)
SOC-071	norm / rule-social	SOC	2	n	yes		IDS	5b batch1 (Japonic)
SOC-072	habit / routine	SOC	2	n	yes		IDS	5b batch1 (Japonic)
SOC-073	manner / conduct	SOC	2	n	yes		IDS	5b batch1 (Japonic)
SOC-074	ceremony	SOC	2	n	yes		IDS	5b batch1 (Japonic)
SOC-075	ritual / rite	SOC	3	n	yes		IDS	5b batch1 (Romance)
SOC-076	privilege	SOC	3	n	yes		IDS	5b batch1 (Japonic)
SOC-077	equality	SOC	3	n	yes		IDS	5b batch1 (Japonic)
SOC-078	cruelty	SOC	3	n	yes		IDS	5b batch1 (Sinitic)
SOC-079	kindness / benevolence	SOC	2	n	yes		IDS	5b batch1 (Japonic)
SOC-080	generosity	SOC	3	n	yes		IDS	5b batch1 (Semitic)
SOC-081	prejudice / bias	SOC	3	n	yes		IDS	5b batch1 (Japonic)
SOC-082	reward / recompense	SOC	2	n	yes		IDS	5b batch1 (Japonic)
SOC-083	cooperate	SOC	2	v	yes		IDS	5b batch1 (Japonic)
SOC-084	compete / contend	SOC	2	v	yes		IDS	5b batch1 (Japonic)
SOC-085	obey / comply	SOC	2	v	yes		IDS	5b batch1 (Japonic)
SOC-086	rebel / resist	SOC	3	v	yes		IDS	5b batch1 (Japonic)
SOC-087	celebrate	SOC	2	v	yes		IDS	5b batch1 (Japonic)
SOC-088	participate / take part	SOC	2	v	yes		IDS	5b batch1 (Japonic)
MOD-077	screen	MOD	2	n	yes		IDS	5b batch1 (Romance)
MOD-078	control button	MOD	2	n	yes		IDS	5b batch1 (Romance)
MOD-079	network	MOD	2	n	yes		IDS	5b batch1 (Austronesian)
MOD-080	signal	MOD	2	n	yes		IDS	5b batch1 (Romance)
MOD-081	data	MOD	2	n	yes		IDS	5b batch1 (Romance)
MOD-082	file (digital)	MOD	2	n	yes		IDS	5b batch1 (international)
MOD-083	digital message	MOD	2	n	yes		IDS	5b batch1 (Romance)
MOD-084	password	MOD	2	n	yes		IDS	5b batch1 (Japonic)
MOD-085	battery	MOD	2	n	yes		IDS	5b batch1 (Japonic)
MOD-086	switch (device)	MOD	2	n	yes		IDS	5b batch1 (Japonic)
MOD-087	wire	MOD	2	n	yes		IDS	5b batch1 (Austronesian)
MOD-088	lens	MOD	2	n	yes		IDS	5b batch1 (Romance)
MOD-089	photo	MOD	2	n	yes		IDS	5b batch1 (international)
MOD-090	video	MOD	2	n	yes		IDS	5b batch1 (international)
MOD-091	record (v)	MOD	2	v	yes		IDS	5b batch1 (international)
MOD-092	broadcast	MOD	2	v	yes		IDS	5b batch1 (Japonic)
MOD-093	channel	MOD	2	n	yes		IDS	5b batch1 (Romance)
MOD-094	program (software)	MOD	2	n	yes		IDS	5b batch1 (international)
MOD-095	robot	MOD	2	n	yes		IDS	5b batch1 (international)
MOD-096	satellite	MOD	3	n	yes		IDS	5b batch1 (Romance)
MOD-097	app (application)	MOD	2	n	yes		IDS	5b batch1 (international)
MOD-098	keyboard	MOD	2	n	yes		IDS	5b batch1 (international)
MOD-099	speaker (audio)	MOD	2	n	yes		IDS	5b batch1 (Romance)
MOD-100	cable (data)	MOD	2	n	yes		IDS	5b batch1 (Romance)
MOD-101	update (v)	MOD	2	v	yes		IDS	5b batch1 (Romance)
MOD-102	download	MOD	2	v	yes		IDS	5b batch1 (international)
MOD-103	account (online)	MOD	2	n	yes		IDS	5b batch1 (Romance)
MOD-104	website	MOD	2	n	yes		IDS	5b batch1 (Romance)
MOD-105	microphone	MOD	3	n	yes		IDS	5b batch1 (Japonic)
MOD-106	antenna	MOD	3	n	yes		IDS	5b batch1 (Romance)
MOD-107	pharmacy	MOD	3	n	yes		IDS	5b batch1 (Romance)
MOD-108	library	MOD	2	n	yes		IDS	5b batch1 (Japonic)
MOD-109	museum	MOD	2	n	yes		IDS	5b batch1 (Romance)
MOD-110	theatre	MOD	2	n	yes		IDS	5b batch1 (Romance)
MOD-111	stadium	MOD	2	n	yes		IDS	5b batch1 (international)
MOD-112	warehouse	MOD	2	n	yes		IDS	5b batch1 (Austronesian)
MOD-113	bakery	MOD	2	n	yes		IDS	5b batch1 (Romance)
MOD-114	restaurant	MOD	2	n	yes		IDS	5b batch1 (Romance)
MOD-115	cafe	MOD	2	n	yes		IDS	5b batch1 (Romance)
MOD-116	post office	MOD	2	n	yes		IDS	5b batch1 (Japonic)
MOD-117	embassy	MOD	3	n	yes		IDS	5b batch1 (Japonic)
MOD-118	courtroom	MOD	3	n	yes		IDS	5b batch1 (Japonic)
MOD-119	temple	MOD	2	n	yes		IDS	5b batch1 (Japonic)
MOD-120	church	MOD	2	n	yes		IDS	5b batch1 (Romance)
MOD-121	mosque	MOD	2	n	yes		IDS	5b batch1 (Semitic)
MOD-122	cemetery	MOD	2	n	yes		IDS	5b batch1 (Semitic)
MOD-123	park (public)	MOD	2	n	yes		IDS	5b batch1 (Japonic)
MOD-124	plaza / square	MOD	2	n	yes		IDS	5b batch1 (Romance)
MOD-125	stamp (postage)	MOD	2	n	yes		IDS	5b batch1 (Japonic)
MOD-126	passport	MOD	2	n	yes		IDS	5b batch1 (Romance)
MOD-127	license / permit	MOD	2	n	yes		IDS	5b batch1 (international)
MOD-128	election / vote	MOD	2	n	yes		IDS	5b batch1 (Japonic)
MOD-129	union (labor)	MOD	3	n	yes		IDS	5b batch1 (Japonic)
MOD-130	insurance	MOD	3	n	yes		IDS	5b batch1 (Japonic)
MOD-131	university	MOD	2	n	yes		IDS	5b batch1 (Japonic)
FOO-040	fry	FOO	2	v	yes		IDS	5b batch1 (Austronesian)
FOO-041	bake	FOO	2	v	yes		IDS	5b batch1 (Romance)
FOO-042	roast	FOO	2	v	yes		IDS	5b batch1 (Romance)
FOO-043	grill	FOO	2	v	yes		IDS	5b batch1 (Japonic)
FOO-044	peel (v)	FOO	2	v	yes		IDS	5b batch1 (Japonic)
FOO-045	slice (v)	FOO	2	v	yes		IDS	5b batch1 (Romance)
FOO-046	grind	FOO	2	v	yes		IDS	5b batch1 (Romance)
FOO-047	knead	FOO	2	v	yes		IDS	5b batch1 (Romance)
FOO-048	ferment	FOO	3	v	yes		IDS	5b batch1 (Austronesian)
FOO-049	recipe	FOO	2	n	yes		IDS	5b batch1 (Romance)
FOO-050	ingredient	FOO	2	n	yes		IDS	5b batch1 (Japonic)
FOO-051	dough	FOO	2	n	yes		IDS	5b batch1 (Romance)
FOO-052	sauce	FOO	2	n	yes		IDS	5b batch1 (Japonic)
FOO-053	broth / stock	FOO	2	n	yes		IDS	5b batch1 (Romance)
FOO-054	snack	FOO	2	n	yes		IDS	5b batch1 (Japonic)
FOO-055	dessert	FOO	2	n	yes		IDS	5b batch1 (Romance)
FOO-056	ripe	FOO	2	mod	yes		IDS	5b batch1 (Austronesian)
FOO-057	raw	FOO	2	mod	yes		IDS	5b batch1 (Japonic)
FOO-058	stale	FOO	3	mod	yes		IDS	5b batch1 (Austronesian)
FOO-059	rotten	FOO	2	mod	yes		IDS	5b batch1 (Austronesian)
FOO-060	stew (dish)	FOO	2	n	yes		IDS	5b batch1 (Romance)
FOO-061	salad	FOO	2	n	yes		IDS	5b batch1 (Romance)
FOO-062	noodle	FOO	2	n	yes		IDS	5b batch1 (Sinitic)
FOO-063	dumpling	FOO	3	n	yes		IDS	5b batch1 (Japonic)
FOO-064	pastry / cake	FOO	2	n	yes		IDS	5b batch1 (Romance)
FOO-065	jam (preserve)	FOO	3	n	yes		MOD	5b batch1 (international)
FOO-066	syrup	FOO	3	n	yes		IDS	5b batch1 (Semitic)
FOO-067	yogurt	FOO	2	n	yes		IDS	5b batch1 (Semitic)
FOO-068	tofu	FOO	2	n	yes		IDS	5b batch1 (Sinitic)
FOO-069	sausage	FOO	3	n	yes		IDS	5b batch1 (Romance)
FOO-070	seafood	FOO	2	n	yes		IDS	5b batch1 (Romance)
FOO-071	spicy / hot (taste)	FOO	2	mod	yes		IDS	5b batch1 (Austronesian)
FOO-072	crunchy	FOO	3	mod	yes		IDS	5b batch1 (Austronesian)
FOO-073	fatty / greasy	FOO	3	mod	yes		IDS	5b batch1 (Romance)
ACT-091	serve (food)	ACT	2	v	yes		IDS	5b batch1 (Romance)
ACT-092	taste-test	ACT	2	v	yes		IDS	5b batch1 (Japonic)
ACT-093	store / stow	ACT	2	v	yes		IDS	5b batch1 (Austronesian)
ACT-094	pack	ACT	2	v	yes		IDS	5b batch1 (Austronesian)
ACT-095	tidy up	ACT	2	v	yes		IDS	5b batch1 (Japonic)
ACT-096	decorate	ACT	2	v	yes		IDS	5b batch1 (Romance)
ACT-097	polish	ACT	2	v	yes		IDS	5b batch1 (Japonic)
ACT-098	sharpen	ACT	2	v	yes		IDS	5b batch1 (Japonic)
ACT-099	lock (v)	ACT	2	v	yes		IDS	5b batch1 (Romance)
ACT-100	unlock	ACT	2	v	yes		IDS	5b batch1 (Japonic)
ACT-101	knock	ACT	2	v	yes		IDS	5b batch1 (Japonic)
ACT-102	ring a bell	ACT	2	v	yes		IDS	5b batch1 (Japonic)
ACT-103	switch on	ACT	2	v	yes		IDS	5b batch1 (Japonic)
ACT-104	switch off	ACT	2	v	yes		IDS	5b batch1 (Japonic)
ACT-105	plug in	ACT	2	v	yes		IDS	5b batch1 (Japonic)
ACT-106	charge (battery)	ACT	2	v	yes		IDS	5b batch1 (Japonic)
ACT-107	print	ACT	2	v	yes		IDS	5b batch1 (Austronesian)
ACT-108	scan	ACT	2	v	yes		IDS	5b batch1 (international)
ACT-109	type (v)	ACT	2	v	yes		IDS	5b batch1 (Romance)
ACT-110	click	ACT	2	v	yes		IDS	5b batch1 (international)
ACT-111	mince / chop fine	ACT	3	v	yes		IDS	5b batch1 (Japonic)
ACT-112	assemble / put together	ACT	2	v	yes		IDS	5b batch1 (Japonic)
ACT-113	install	ACT	2	v	yes		IDS	5b batch1 (international)
ACT-114	wrap	ACT	2	v	yes		IDS	5b batch1 (Japonic)
ACT-115	fasten / buckle	ACT	3	v	yes		IDS	5b batch1 (Romance)
ACT-116	hang up (object)	ACT	2	v	yes		IDS	5b batch1 (Japonic)
ACT-117	pile / stack	ACT	2	v	yes		IDS	5b batch1 (Japonic)
ACT-118	sort / classify	ACT	2	v	yes		IDS	5b batch1 (Japonic)
ACT-119	label / tag	ACT	3	v	yes		IDS	5b batch1 (Romance)
ACT-120	weld / solder	ACT	3	v	yes		IDS	5b batch1 (Japonic)
ACT-121	drill (v)	ACT	3	v	yes		IDS	5b batch1 (Romance)
ACT-122	paint (v)	ACT	2	v	yes		IDS	5b batch1 (Japonic)
ACT-123	rinse	ACT	3	v	yes		IDS	5b batch1 (Japonic)
ACT-124	soak	ACT	2	v	yes		IDS	5b batch1 (Austronesian)
ACT-125	dry (cause to)	ACT	2	v	yes		IDS	5b batch1 (Japonic)
ACT-126	light (a fire)	ACT	2	v	yes		IDS	5b batch1 (Japonic)
DWE-048	apartment	DWE	2	n	yes		IDS	5b batch1 (Japonic)
DWE-049	cottage	DWE	3	n	yes		IDS	5b batch1 (Romance)
DWE-050	tower	DWE	2	n	yes		IDS	5b batch1 (Romance)
DWE-051	hut	DWE	2	n	yes		IDS	5b batch1 (Austronesian)
DWE-052	tent	DWE	2	n	yes		IDS	5b batch1 (Romance)
DWE-053	palace	DWE	2	n	yes		IDS	5b batch1 (Romance)
DWE-054	barn	DWE	3	n	yes		IDS	5b batch1 (Austronesian)
DWE-055	chimney	DWE	3	n	yes		MOD	5b batch1 (international)
DWE-056	balcony	DWE	2	n	yes		IDS	5b batch1 (Romance)
DWE-057	basement	DWE	2	n	yes		IDS	5b batch1 (Japonic)
DWE-058	corridor	DWE	2	n	yes		IDS	5b batch1 (Japonic)
DWE-059	courtyard	DWE	3	n	yes		IDS	5b batch1 (Japonic)
DWE-060	pillar / column	DWE	2	n	yes		IDS	5b batch1 (Austronesian)
DWE-061	brick	DWE	2	n	yes		IDS	5b batch1 (Romance)
DWE-062	cement	DWE	2	n	yes		IDS	5b batch1 (Romance)
DWE-063	tile	DWE	2	n	yes		IDS	5b batch1 (Romance)
DWE-064	paint (substance)	DWE	2	n	yes		IDS	5b batch1 (Romance)
DWE-065	stove / cooker	DWE	2	n	yes		IDS	5b batch1 (Japonic)
DWE-066	sink (basin)	DWE	2	n	yes		IDS	5b batch1 (Japonic)
DWE-067	faucet / tap	DWE	2	n	yes		IDS	5b batch1 (Romance)
DWE-068	ladder	DWE	2	n	yes		IDS	5b batch1 (Japonic)
DWE-069	fireplace / hearth	DWE	3	n	yes		IDS	5b batch1 (Sinitic)
DWE-070	mattress	DWE	3	n	yes		IDS	5b batch1 (Japonic)
DWE-071	cushion	DWE	2	n	yes		IDS	5b batch1 (Romance)
DWE-072	curtain	DWE	2	n	yes		IDS	5b batch1 (Japonic)
DWE-073	carpet / rug	DWE	2	n	yes		IDS	5b batch1 (Romance)
DWE-074	wardrobe	DWE	3	n	yes		IDS	5b batch1 (Japonic)
DWE-075	stool / bench	DWE	2	n	yes		IDS	5b batch1 (Romance)
DWE-076	sofa / couch	DWE	2	n	yes		IDS	5b batch1 (international)
DWE-077	drill (tool)	DWE	2	n	yes		IDS	5b batch1 (Japonic)
DWE-078	screw	DWE	2	n	yes		IDS	5b batch1 (Japonic)
DWE-079	chain	DWE	2	n	yes		IDS	5b batch1 (Japonic)
DWE-080	lever	DWE	3	n	yes		IDS	5b batch1 (Romance)
DWE-081	pump	DWE	2	n	yes		IDS	5b batch1 (international)
DWE-082	blade	DWE	2	n	yes		IDS	5b batch1 (Japonic)
DWE-083	kiln / furnace	DWE	3	n	yes		IDS	5b batch1 (Japonic)
DWE-084	glue	DWE	2	n	yes		IDS	5b batch1 (Japonic)
DWE-085	wax	DWE	2	n	yes		IDS	5b batch1 (Japonic)
DWE-086	cable / cord	DWE	2	n	yes		IDS	5b batch1 (Romance)
MOT-036	vehicle	MOT	2	n	yes		IDS	5b batch1 (Sinitic)
MOT-037	tyre	MOT	2	n	yes		IDS	5b batch1 (Japonic)
MOT-038	fuel	MOT	2	n	yes		IDS	5b batch1 (Japonic)
MOT-039	brake	MOT	2	n	yes		IDS	5b batch1 (international)
MOT-040	highway	MOT	2	n	yes		IDS	5b batch1 (Japonic)
MOT-041	path / trail	MOT	2	n	yes		IDS	5b batch1 (Romance)
MOT-042	track / lane	MOT	2	n	yes		IDS	5b batch1 (Romance)
MOT-043	harbour / port	MOT	2	n	yes		IDS	5b batch1 (Japonic)
MOT-044	airport	MOT	2	n	yes		IDS	5b batch1 (Japonic)
MOT-045	platform (station)	MOT	2	n	yes		IDS	5b batch1 (international)
MOT-046	fare	MOT	2	n	yes		IDS	5b batch1 (Japonic)
MOT-047	luggage	MOT	2	n	yes		IDS	5b batch1 (Japonic)
MOT-048	journey / trip	MOT	2	n	yes		IDS	5b batch1 (Japonic)
MOT-049	route	MOT	2	n	yes		IDS	5b batch1 (Romance)
MOT-050	traffic	MOT	2	n	yes		IDS	5b batch1 (Japonic)
MOT-051	tunnel	MOT	2	n	yes		IDS	5b batch1 (Romance)
MOT-052	sail (v)	MOT	2	v	yes		IDS	5b batch1 (Romance)
MOT-053	anchor	MOT	2	n	yes		IDS	5b batch1 (Japonic)
MOT-054	ferry	MOT	3	n	yes		MOD	5b batch1 (international)
MOT-055	truck / lorry	MOT	2	n	yes		IDS	5b batch1 (international)
MOT-056	motorcycle	MOT	2	n	yes		IDS	5b batch1 (international)
MOT-057	subway / metro	MOT	3	n	yes		IDS	5b batch1 (Japonic)
MOT-058	cart / wagon	MOT	2	n	yes		IDS	5b batch1 (Romance)
MOT-059	passenger	MOT	2	n	yes		IDS	5b batch1 (Japonic)
MOT-060	driver	MOT	2	n	yes		IDS	5b batch1 (Japonic)
MOT-061	departure	MOT	2	n	yes		IDS	5b batch1 (Japonic)
MOT-062	crossroads / junction	MOT	3	n	yes		IDS	5b batch1 (Japonic)
MOT-063	load / cargo	MOT	2	n	yes		IDS	5b batch1 (Romance)
TIM-045	weekend	TIM	2	n	yes		IDS	5b batch1 (Japonic)
TIM-046	interval / pause	TIM	2	n	yes		IDS	5b batch1 (Japonic)
TIM-047	shift (work period)	TIM	3	n	yes		IDS	5b batch1 (Japonic)
TIM-048	timer / countdown	TIM	3	n	yes		MOD	5b batch1 (international)
QTY-055	container / vessel	QTY	2	n	yes		IDS	5b batch1 (Japonic)
QTY-056	crate / case	QTY	2	n	yes		IDS	5b batch1 (Japonic)
QTY-057	barrel / drum	QTY	3	n	yes		MOD	5b batch1 (international)
QTY-058	sack	QTY	2	n	yes		IDS	5b batch1 (Japonic)
QTY-059	tank / reservoir	QTY	2	n	yes		IDS	5b batch1 (international)
QTY-060	tube	QTY	3	n	yes		IDS	5b batch1 (Romance)
QTY-061	scale (weighing)	QTY	2	n	yes		IDS	5b batch1 (Japonic)
QTY-062	heap / pile	QTY	2	n	yes		IDS	5b batch1 (Japonic)
QTY-063	slice / portion	QTY	2	n	yes		IDS	5b batch1 (Romance)
QTY-064	square (math)	QTY	3	n	yes		IDS	5b batch1 (Romance)
QTY-065	angle / degree-turn	QTY	3	n	yes		IDS	5b batch1 (Japonic)
SPA-036	interior	SPA	2	n	yes		IDS	5b batch1 (Japonic)
SPA-037	exterior	SPA	2	n	yes		IDS	5b batch1 (Japonic)
SPA-038	gap / clearance	SPA	3	n	yes		IDS	5b batch1 (Japonic)
SPA-039	level / floor (storey)	SPA	2	n	yes		IDS	5b batch1 (Japonic)
SPA-040	zone / sector	SPA	2	n	yes		IDS	5b batch1 (Japonic)
SPA-041	slot / niche	SPA	3	n	yes		IDS	5b batch1 (Japonic)
ACT-127	rescue / save	ACT	2	v	yes		IDS	0008 §7 corpus batch (Bantu)
SOC-089	president	SOC	2	n	yes		IDS	0008 §7 corpus batch (Romance, capped)
SOC-090	minister	SOC	2	n	yes		IDS	0008 §7 corpus batch (Austronesian)
SOC-091	official	SOC	2	n	yes		IDS	0008 §7 corpus batch (Indo-Aryan)
SOC-092	spokesperson	SOC	2	n	no	say + -ki(agent)	IDS	0008 §7 — derived (sema+ki -> semakika), not a root
BOD-079	be born	BOD	2	v	yes		IDS	0008 §7 follow-up (Austronesian)
ACT-128	appear	ACT	2	v	yes		IDS	0008 §7 follow-up (Bantu)
PROP-105	danger	PROP	2	n	yes		IDS	0008 corpus follow-up (Austronesian); dangerous = danger+-pe
MOT-064	stay / remain	MOT	2	v	yes		IDS	0008 corpus follow-up (Japonic)
COG-076	study	COG	2	v	yes		IDS	0008 corpus follow-up (Bantu)
ACT-129	forbid / ban	ACT	2	v	yes		IDS	conflict/diplomacy batch (Bantu)
ACT-130	attack	ACT	2	v	yes		IDS	conflict/diplomacy batch (Indo-Aryan)
MOD-132	weapon	MOD	2	n	yes		IDS	conflict/diplomacy batch (Japonic)
